Title,Description,Subject,Department 1,Department 2,Department 3,Departments,Course Number,Academic Level,Prerequisites,Locations,Course Types ,Course Name,Course ID,Last Updated ,Item Type,Path
Beginning CADD,"This course is an introduction to computer aided 3D Modeling. Subjects covered will include Introduction and Interface, drawing 2D shapes, mixing straight lines and arcs, numerical input, generating, viewing and rendering objects, moving rotating, sizing and mirroring objects, and drawing derivative objects. Elementary projects may be assigned, and a semester report may be generated. 2 semester hours/ cross listed with Ind D 218A  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,218A,Undergraduate,,Main Campus; Bullard Havens Tech,,ITDSN-218A,59,2/26/2021 6:15,Item,Lists/Courses
Color Studies,This course is an extension of 2D principles/ Color Theory. Students are introduced to further color studies and rendering techniques using various media. Additional studies will focus on composition of materials/color boards as visual presentation tools.  Design Fee Assessed,Interior Design,Interior Design,,,Interior Design,214,Undergraduate,,Main Campus,,ITDSN-214,2755,2/26/2021 6:15,Item,Lists/Courses
Forensic Psychology,,Honors Program,Honors Curriculum,,,Honors Curriculum,370,Undergraduate,,Main Campus; Distance Learning-On Line,,HONR-370,3764,2/26/2021 6:15,Item,Lists/Courses
Intermediate Cadd,"This is an intermediate class in computer aided 3 D modeling. Subjects covered will include terrain models, curved lines and meshes, deformations, Boolean, trim and stitch operations, and attaching extending and attaching objects. Intermediate projects will be assigned, and a semester report will be generated. 2 semester hours / cross listed with Ind D 218B  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,218B,Undergraduate,,Main Campus; Bullard Havens Tech,,ITDSN-218B,60,2/26/2021 6:15,Item,Lists/Courses
Multicultural Management,"This course introduces to the basics of organization and management theory, as they apply to the global market place. A cross-cultural approach is used to examine the similarities, differences and application of theory across national boundaries, and to identify those structure, coordination and control methods, leadership, and business strategy are the basic theoretical constructs introduced and evaluated in the course. Prerequisite: junior or senior status. 3 semester hours ",Management & Ind Relations,Management & Indust Relations,,,Management & Indust Relations,302,Undergraduate,Junior status 60 credits,Main Campus; Riverbend,,MGMT-302,305,2/26/2021 6:15,Item,Lists/Courses
Judaism,"This course introduces students to the major textual , practical, communal, doctrinal, and philosophical features of Judaism. Special attention is given to the Hebrew Bible ( Tanakh ) and the Holocaust. Differences among contemporary forms of Judaism ( Orthodox, Reform, Conservative, and Reconstructionist ) are studied in some detail. 3 semester hours ",World Religions,World Religions,,,World Religions,207,Undergraduate,,Main Campus,Humanities Elective; Liberal Arts Electvie,WREL-207,306,2/26/2021 6:15,Item,Lists/Courses
Internet Computing,,Computer Engineering,Computer Engineering,,,Computer Engineering,571X,Graduate,,Main Campus,,CPEG-571X,2756,2/26/2021 6:15,Item,Lists/Courses
Advanced CADD,"This is an advanced class in computer aided 3D modeling. Subjects covered will include reference planes and their palettes, drafting tools, advanced rendering, export features and animation models. Advanced projects will be assigned and a semester report will be generated. 2 semester hours / cross listed with Ind D 218C  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,218C,Undergraduate,,Main Campus,,ITDSN-218C,61,2/26/2021 6:15,Item,Lists/Courses
Interior Design I,"Introductory level course in Interior Design. Application of design theory to commercial and residential interiors. Introduction to human factors, programming, space planning, application of color, form, texture, pattern and aesthetic sensitivity to various interior problems with an emphasis on creativity and innovation. Students will communicate design ideas with a variety of two and three dimensional presentation techniques.  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,265,Undergraduate,,Main Campus,,ITDSN-265,62,2/26/2021 6:15,Item,Lists/Courses
Religion & Society,"A sociological and anthropological analysis of religion as a universal social institution, with emphasis upon theories of the origins of religion, relationships of religion to other social institutions, study of selected Western and non-Western religions in their socio-cultural contexts, religion as a source of social equilibrium and conflict, and types of religious movements.  3 semester hours ",World Religions,World Religions,,,World Religions,348,Undergraduate,,Main Campus; Distance Learning-On Line,Social Science Elective; Liberal Arts Electvie,WREL-348,307,2/26/2021 6:15,Item,Lists/Courses
Mathematical Modeling,,Education Mod Map,Education Mod-Map,,,Education Mod-Map,606,Graduate,,Main Campus,,EDMM-606,3766,2/26/2021 6:15,Item,Lists/Courses
Independent Study,,World Religions,World Religions,,,World Religions,399,Undergraduate,,Main Campus,Independent Study,WREL-399,308,2/26/2021 6:15,Item,Lists/Courses
Interior Design II,"Exploration of more complicated problems in commercial and residential interiors with continued emphasis on human factors, space planning, creativity and innovation. Application of knowledge of architectural systems to design solutions. Introduction to multi level spaces, atypical users and barrier free design. Design solutions will be presented using a variety of two and three dimensional skills with continued development of media and presentation techniques.  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,266,Undergraduate,,Main Campus,,ITDSN-266,63,2/26/2021 6:15,Item,Lists/Courses
Grant and Contract Writing,,Dental Hygiene,Dental Hygiene,,,Dental Hygiene,501,Graduate,,Main Campus; Distance Learning-On Line,,DHYG-501,2759,2/26/2021 6:15,Item,Lists/Courses
Bus Policy & Strategy,"A study of decision ? making including integrating analysis and policy determination at the overall management level. Students search for new knowledge and solutions to long and short term problems and opportunities in specific businesses. The coordination, integration and innovative application of theory and methods learned in previous courses are the tools of research. Accordingly, the final examination of each course shall constitute, therefore, an outcome assessment of what the student has learned in the program. This examination, normally an extensive and comprehensive case study, will be graded by several faculty members representing different and relevant disciplines. 3 semester hours, open only to seniors.  ",Management & Ind Relations,Management & Indust Relations,,,Management & Indust Relations,350,Undergraduate,Take BLAW-251,Main Campus; Waterbury,,MGMT-350,309,2/26/2021 6:15,Item,Lists/Courses
Interior Products and Specifications,"Exploration of more complicated problems in commercial and residential interiors with continued emphasis on human factors, space planning, creativity and innovation. Application of knowledge of architectural systems to design solutions. Introduction to multilevel spaces, atypical users and barrier free design. Design solutions will be presented using a variety of two and three dimensional skills with continued development of media and presentation techniques. 3 semester hours ",Interior Design,Interior Design,,,Interior Design,303,Undergraduate,,Main Campus,,ITDSN-303,64,2/26/2021 6:15,Item,Lists/Courses
Group Instruction in Strings,,Music Education,Music,,,Music,521,Graduate,,Main Campus,,MSED-521,3769,2/26/2021 6:15,Item,Lists/Courses
Music Appr - Western,A basic course in the elements of music and their historical application in Western music. Active listening and student participation is emphasized. 3 semester hours  ,Music,Music,,,Music,121,Undergraduate,,Main Campus; Distance Learning-On Line,Fine Art Elective; Liberal Arts Electvie,MUSC-121,310,2/26/2021 6:15,Item,Lists/Courses
Business Practices and Ethics,"Lecture course on business practices and professional ethics as applied to the Interior Design profession. Survey of business types, marketing and selling of services and products, and fee structure will be discussed. Current trends in safety, codes and licensing issues will be explored. Examination and preparation of business forms including contractual agreements, budget estimates, purchase order, and invoices will be covered in depth and applied to the thesis project. Prerequisite: Int D 356 3 semester hours ",Interior Design,Interior Design,,,Interior Design,304,Undergraduate,,Main Campus,,ITDSN-304,65,2/26/2021 6:15,Item,Lists/Courses
Graduate Study,,Dental Hygiene,Dental Hygiene,,,Dental Hygiene,599,Graduate,,Main Campus; Distance Learning-On Line,,DHYG-599,2760,2/26/2021 6:15,Item,Lists/Courses
Intro Geology,"Special projects on topics not studied in detail in regular courses, or projects on topics included in regular courses when those courses are not available. Prerequisite: Permission required of School Director. 1-6 semester hours ",Geology,Geology,,,Geology,105,Undergraduate,,Main Campus,Natural Science Elective; Liberal Arts Electvie,GEOL-105,1752,2/26/2021 6:15,Item,Lists/Courses
Lighting,"An introductory course in Lighting for Interior Spaces. What light is, how it can be produced and how the eye perceives it will be examined. Students will learn basic lighting terminology as well as what equipment is available for commercial and residential use and their appropriate applications. The effect of light to create a mood or atmosphere will be explored. Lighting plans for interior spaces will be generated with an emphasis on technical as well as aesthetic concerns. 3 semester hours  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,307,Undergraduate,,Main Campus,,ITDSN-307,66,2/26/2021 6:15,Item,Lists/Courses
Small Group Instruction,,Education Mod Map,Education Mod-Map,,,Education Mod-Map,609,Graduate,,Main Campus; Riverbend,,EDMM-609,3770,2/26/2021 6:15,Item,Lists/Courses
Creating Advertising for Media,,Mass Communications,Mass Communication,,,Mass Communication,344X,Undergraduate,    TAKE MCOM-220;,Main Campus,,MCOM-344X,2761,2/26/2021 6:15,Item,Lists/Courses
Operations Management,"The student is introduced to the basic tools and concepts used in managing the delivery of products and services. Inventory cost control , work flow design, development of work standards, workplace layout, quality control, project management, forecasting, capital investment planning, capacity policy and related methods for management of operations are presented in this course. Prerequisite: junior or senior status 3 semester hours ",Management & Ind Relations,Management & Indust Relations,,,Management & Indust Relations,301,Undergraduate,    Take BUAD-101,Main Campus; Riverbend,,MGMT-301,311,2/26/2021 6:15,Item,Lists/Courses
Student Centered Instruction,,Education Mod Map,Education Mod-Map,,,Education Mod-Map,645,Graduate,,Main Campus; Waterbury,,EDMM-645,3771,2/26/2021 6:15,Item,Lists/Courses
Religion and Society,,Honors Program,Honors Curriculum,,,Honors Curriculum,348,Undergraduate,,Main Campus,Social Science Elective; Liberal Arts Electvie,HONR-348,2762,2/26/2021 6:15,Item,Lists/Courses
Environmental Geology,"The application of geology to problems arising out of the interaction o f man and the planet. Topics include natural resources and conservation, geothermal energy, geological hazards such as earthquakes, volcano, floods, mass movement and subsidence, and geology and regional planning, field trips. Recommended: a course in laboratory science. 2 lecture periods, 1 two-hour laboratory period, 3 semester hours",Geology,Geology,,,Geology,205,Undergraduate,,Main Campus,Natural Science Elective; Liberal Arts Electvie,GEOL-205,1753,2/26/2021 6:15,Item,Lists/Courses
Human Factors,"Analysis of Human anatomy versus function. Recognition, investigation, exploitation of static / dynamic human movements. Relationships of products, systems and environments to the human scale. Ergonomics and motions that relate to the performance of tasks. Students will develop apparatus to provide significant quantitative data. Variety of advanced studies on dynamic interaction of the body and the environment, products, and systems. Study of the relationship of age, sex, and disabilities to human movements. Creative research projects and the development of mechanical /electric test prototypes to collect quantitative data. 3 semester hours/ cross listed with Ind D 309 ",Interior Design,Interior Design,,,Interior Design,309,Undergraduate,,Main Campus,,ITDSN-309,67,2/26/2021 6:15,Item,Lists/Courses
Clinical Pract II,"A continuation of Clinical Practicum I.  Through clinical observation and hands-on experience, this course prepares students for their clinical education. Students will shadow staff and physicians in the clinical environment, and when directed will assist with tasks and patient care. Students will gain hands on experience with electronic medical records (EMR), will be required to take vitals, and assist in hydrotherapy treatments. Prerequisite: NCE-631. 1.5 laboratory hours; 0.75 semester credit",Clinical Education,Clinical Education,,,Clinical Education,641,Naturopathic Medicine,    TAKE NCE-631;,Main Campus,,NCE-641,3772,2/26/2021 6:15,Item,Lists/Courses
Film History,,Cinema,Cinema,,,Cinema,262,Undergraduate,,Main Campus,,CINE-262,2763,2/26/2021 6:15,Item,Lists/Courses
Exhibit Design,"Analysis of Human anatomy versus function. Recognition, investigation, exploitation of static / dynamic human movements. Relationships of products, systems and environments to the human scale. Ergonomics and motions that relate to the performance of tasks. Students will develop apparatus to provide significant quantitative data. Variety of advanced studies on dynamic interaction of the body and the environment, products, and systems. Study of the relationship of age, sex, and disabilities to human movements. Creative research projects and the development of mechanical /electric test prototypes to collect quantitative data. 3 semester hours/ cross listed with Ind D 309  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,311,Undergraduate,,Main Campus,,ITDSN-311,68,2/26/2021 6:15,Item,Lists/Courses
Psychology of Stigma,,Honors Program,Honors Curriculum,,,Honors Curriculum,275X,Undergraduate,,Main Campus,,HONR-275X,3773,2/26/2021 6:15,Item,Lists/Courses
Independent Study,Designed for the student who wishes to develop a survey project not  covered by the listed course offerings. Individual or group conferences with designated faculty advisor. Prerequisite: Permission of School Director. 1-6 semester hours ,History,History,,,History,299,Undergraduate,,Main Campus,,HIST-299,2764,2/26/2021 6:15,Item,Lists/Courses
Furniture Design,"Students will have an opportunity to do specialized design work in furniture. Exploration of materials, colors, textures, forms, human factors and manufacturing techniques to create uniquely aesthetic and functional solutions to furniture design problems. Students will be required to do free hand and orthographic drawings as well as a variety of three dimensional models from sketch to final prototype. Prerequisite: Int D 309 3 semester hours  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,312,Undergraduate,,Main Campus,,ITDSN-312,69,2/26/2021 6:15,Item,Lists/Courses
"Christian, Muslim, Jewish Rel",,Honors Program,Honors Curriculum,,,Honors Curriculum,299WR,Undergraduate,,Main Campus; Distance Learning-On Line,Humanities Elective,HONR-299WR,3774,2/26/2021 6:15,Item,Lists/Courses
Interior Design Studio V,"Students will develop a thesis project in Interior Design which will highlight their ability to solve complicated design problems creatively while being sensitive to human factors, structure and energy systems, programming, circulation, materials and finishes, design details, custom cabinetry and furniture. The design solution will be presented using a variety of advanced two level and three dimensional techniques. Rationale for solution will be validated by research data. Prerequisite: Int D 356 3 semester hours  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,355,Undergraduate,,Main Campus,,ITDSN-355,70,2/26/2021 6:15,Item,Lists/Courses
Romanticism to Realism,,Honors Program,Honors Curriculum,,,Honors Curriculum,330,Undergraduate,,Main Campus,Humanities Elective,HONR-330,3775,2/26/2021 6:15,Item,Lists/Courses
ID Visualization III,Design Fee Assessed,Industrial Design,Industrial Design,,,Industrial Design,301,Undergraduate,,Main Campus,,IDDSN-301,1757,2/26/2021 6:15,Item,Lists/Courses
Interior Design VI,Course involving extensive work in large office space planning and residential design. Knowledge of interior products and specifications will be incorporated into design solutions. Students will assemble a final portfolio representative of their design education experiences. Prerequisite: Int D 365 3 semester hours  Design Fee Assessed,Interior Design,Interior Design,,,Interior Design,356,Undergraduate,,Main Campus,,ITDSN-356,71,2/26/2021 6:15,Item,Lists/Courses
Intro to Gero,"An interdisciplinary overview of the implication of aging in American society. This course is designed to acquaint the student who is contemplating a career in gerontology, with the physical, psychological, social, economic and cultural dimensions of the total experience of growing older. 3 semester hours ",Human Services,Human Services,,,Human Services,101,Undergraduate,,Main Campus; Riverbend,,HUSV-101,2766,2/26/2021 6:15,Item,Lists/Courses
Ethical Issues in Computing,"Ethical basis for dealing with technological issues involving the computer. Context for ethical decision-making; ethical relativism, utilitarianism, deontology, virtue ethics. Software piracy, intellectual property rights, computer crime, computer viruses and worms, privacy, responsibility, liability and professional ethics. The course includes oral presentations, discussions and written papers on issues currently in the news and/ or related to the topics at hand. Prerequisite: ENGL C101 or Department Permission. 3 semester hours",Integrated Studies,Integrated Studies,,,Integrated Studies,C101,Undergraduate,,Main Campus,First Year Experience; Liberal Arts Electvie; CP Ethics,INTST-C101,1758,2/26/2021 6:15,Item,Lists/Courses
MH Work W/Aged,"This course provides an overview of the key ingredients necessary for a successful old age, with an emphasis on mental health needs of older persons. Common emotional problems facing older persons are considered. Both functional and organic brain disorders, the major mental disorders of late life are also discussed. The course will review a variety of treatment principles and skills supportive of positive mental health among the elderly. ",Human Services,Human Services,,,Human Services,276,Undergraduate,    TAKE HUSV-101;,Main Campus,,HUSV-276,2767,2/26/2021 6:15,Item,Lists/Courses
Biomedical Materials & Eng,"This course introduces the students with the progress of biomateials used in biomedical engineering. Starting from early civilizations biomaterials this course discuss modern advanced level biomaterials and their engineering principles associated with their biomedical use. Hip, knee, prostheses, implants, grafts, sutures, stents, catheteres materials and their application in Biomediacal Engineering are covered, designed biomaterials such as silicones, polyurethane, Teflon, hydrogels, bionanocomposites are detailed. Modern Biology and biomedical engineering such as protein absorptipn, biospecific medical materials, nonfouling matrials, healing and foreign body reaction, controlled release etc are discussed. Surface-immobilized biomolecules in patterned surfaces are explained with specific examples of the use of immobilized biomolecules, immobilized cell ligands, and immmobbilization methods. Recent advances in biomedical engineering from the prospectives of inkjet printing of cells and tissues for 3D-medical textiles, nanofibers and films in bio medical engineering by electrostatic spining, bio-insopired materials through layer by layer assembly and biogels and advanced instrumentations in biomedical engineering are updated.Artificial red blood and skin substitutes, orthopedic biomaterials applications adhesives and sealants, diagnosis, biomedical sensors, extracorporeal artificial organs and ethical issues of biomedical engineering are discussed.",Biomedical Engineering,Biomedical Engineering,,,Biomedical Engineering,565,Graduate,,Main Campus,,BMEG-565,2768,2/26/2021 6:15,Item,Lists/Courses
Modern Latin American History,This course is an introduction to the general history of Latin America from the Wars of Independence to the present.,History,History,,,History,241X,Undergraduate,,Main Campus,Social Science Elective; Liberal Arts Electvie,HIST-241X,3777,2/26/2021 6:15,Item,Lists/Courses
Interior Design VI,Course involving extensive work in large office space planning and residential design. Knowledge of interior products and specifications will be incorporated into design solutions. Students will assemble a final portfolio representative of their design education experiences. Prerequisite: ITDSN 365.  Design Fee Assessed,Interior Design,Interior Design,,,Interior Design,366,Undergraduate,,Main Campus,,ITDSN-366,73,2/26/2021 6:15,Item,Lists/Courses
Human Service Seminar,This seminar course is designed as a culminating experience incorporating primary readings and case studies. Students will have an opportunity to explore and discern current issues and personal interests in the human service field. 3 semester hours ,Human Services,Human Services,,,Human Services,350,Undergraduate,"Take HUSV-201 or HUSV-203 and HUSV-205 and HUSV-301 and Senior Status; Minimum grade C,TR",Main Campus; Distance Learning-On Line,,HUSV-350,318,3/2/2021 6:15,Item,Lists/Courses
Community Nutrition,"This course will provide students with the knowledge, skills, tools and evidence-based approaches needed by community nutritionists to promote health and prevent diseases.",Nutrition,Arts & Sciences,,,Arts & Sciences,350,Undergraduate,,Main Campus; Distance Learning-On Line,,NUTR-350,3778,2/26/2021 6:15,Item,Lists/Courses
Construction Documents,"Preparation of Construction Documents for Interior will be covered in depth and applied to the Thesis project. Drawings to be prepared include construction/demolition, electric / telephone, reflected ceiling, floor finishes, applied finishes, panel and post, and furniture plans as well as detail drawing for special construction, custom cabinetry, furniture and millwork. Prerequisite: Int D 365 3 semester hours ",Interior Design,Interior Design,,,Interior Design,362,Undergraduate,,Main Campus,,ITDSN-362,74,2/26/2021 6:15,Item,Lists/Courses
Composition & Rhetoric I,"English 101 (Composition and Rhetoric) introduces students to the techniques for clear and effective college-level writing.  The goal will be to improve your writing ability and to sharpen your reading and critical thinking skills.  We focus on the best ways to approach different types of college writing assignments.  Students will study and practice the fundamentals of academic discourse, including essay organization and development, analysis, research techniques, documentation, and critical evaluation of academic writing.  Grammar and word mechanics will also be reviewed to ensure that students communicate successfully in various tasks.",English,English,,,English,101,Undergraduate,,Main Campus; Distance Learning-On Line,Writing Requirement; Business Writing Req; CS English,ENGL-101,319,2/26/2021 6:15,Item,Lists/Courses
Intro to Robotics,"Introduction to the kinematics, dynamics, and control of robot manipulators and to applications of artificial intelligence and computer vision in robotics",Biomedical Engineering,Biomedical Engineering,,,Biomedical Engineering,460,Graduate,,Main Campus,,BMEG-460,2770,2/26/2021 6:15,Item,Lists/Courses
Interior Design V-Thesis,"Students will develop a thesis project in Interior Design which will highlight their ability to solve complicated design problems creatively while being sensitive to human factors, structure and energy systems, programming, circulation, materials and finishes, design details, custom cabinetry and furniture. The design solution will be presented using a variety of advanced two level and three dimensional techniques. Rationale for solution will be validated by research data. Prerequisite: ITDSN 356.  Design Fee Assessed",Interior Design,Interior Design,,,Interior Design,365,Undergraduate,,Main Campus,,ITDSN-365,75,2/26/2021 6:15,Item,Lists/Courses
Basic Composition,"Techniques of composition, including sentence structure, paragraph development, organization of the whole theme, with regular written assignments. Additional emphasis on fundamentals to assist students with weak backgrounds. A passing grade admits the students to ENGL C101. Students who have a grade of A or B at the end of the semester may take the essay final for ENGL C101. If they score an A or B on that examination, they may waive ENGL 101. 3 semester hours",English,English,,,English,100,Undergraduate,,Main Campus; Riverbend,Liberal Arts Electvie,ENGL-100,320,2/26/2021 6:15,Item,Lists/Courses
Acting Styles,,Theatre,Theatre Arts,,,Theatre Arts,134X,Undergraduate,,Main Campus,Liberal Arts Electvie,THA-134X,3780,2/26/2021 6:15,Item,Lists/Courses
Advanced Robotics,"Advanced robotics and automation topics and techniques, including: active robotic sensing, intelligent and integrated manufacturing systems, robotic inspection, observation under uncertainty, multisensor feedback control of manipulators and mobile robots, advanced simulation and monitoring of robotic systems, high level modeling and control, and other topics. Prerequisites: Computer Science 460, Computer Engineering 460 or permission of instructor. 3 lecture hours; 3 semester hours",Biomedical Engineering,Biomedical Engineering,,,Biomedical Engineering,470,Graduate,,Main Campus,,BMEG-470,2771,2/26/2021 6:15,Item,Lists/Courses
General Organism Biology,"The course examines the diversity of life in terms of their taxonomy, anatomy, physiology and ecology. Emphasis is placed on variation, adaptation, and evolutionary mechanisms.  No prerequisites for Biology majors; Non-major prerequisite: 11 Basic Biology course with a grade of ""C"" or better""  or instructor's permission.  3 class periods; 1 three-hour laboratory; 4 semester hours",Biology,Biology,,,Biology,101,Undergraduate,,Main Campus,Liberal Arts Electvie; Natural Science Elective,BIOL-101,76,2/26/2021 6:15,Item,Lists/Courses
Intro Thermal Engr,,Mechanical Engineering,Mechanical Engineering,,,Mechanical Engineering,208,Undergraduate,,,,MEEG-208,1762,2/26/2021 6:15,Item,Lists/Courses
Psychology of Adolesence and Adulthood,"This course will examine the theories and issues surrounding biological, cognitive and psychsocial development from pubescence to adulthood.  Students explore experiences and calues related to risk taking, friendship, peer-groups, peer-pressure, marriage, relationships, parenting and sexuality.",Psychology,Psychology,,,Psychology,202,Undergraduate,    TAKE PSYC-103; Minimum grade C,Main Campus; Waterbury,Social Science Elective; Liberal Arts Electvie,PSYC-202,322,2/16/2021 6:15,Item,Lists/Courses
Engineering Mechanics I,"This course utilizes vector algebra and free body diagrams to solve problems in engineering statics. The topics include vector algebra of forces and moments, free body diagrams, equilibria of particles and rigid bodies, internal forces in trusses and frames, centroids and centers of gravity, internal forces in trusses and frames, friction and applications to machines, and moments of inertia.",Mechanical Engineering,Mechanical Engineering,,,Mechanical Engineering,250,Undergraduate,    TAKE MATH-112 and PHYS-207,Main Campus,,MEEG-250,1763,2/12/2021 6:15,Item,Lists/Courses
American Musical Theatre,,Theatre,Theatre Arts,,,Theatre Arts,245X,Undergraduate,,Main Campus,Liberal Arts Electvie,THA-245X,3781,10/23/2018 6:15,Item,Lists/Courses
Bio-Sensors,"This course will provide an overview of biosensors, including their use in pharmaceutical research, diagnostic testing, and policing the enviornment. Topics include the fabriction, characterization, testing, and simulation. The transducer phenomenology, biosensor structure, and sensor performance will also be covered.",Biomedical Engineering,Biomedical Engineering,,,Biomedical Engineering,410,Graduate,,Main Campus,,BMEG-410,2772,11/1/2018 6:15,Item,Lists/Courses
Clinical Pharmacology I,"This course introduces the student to the basic principles of pharmacology, including mechanisms of action; absorption, distribution, metabolism, and excretion; pharmacokinetics; interactions with other drugs and with food; problems with special populations (prenatal, neonatal, the elderly); rational drug usage for clinical disorders (therapeutics): clinical measures; and toxicology. 2 credits",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,570,Physician Assistant,,Main Campus; Distance Learning-On Line,,MSPA-570,3782,10/23/2018 6:15,Item,Lists/Courses
Bioinformatics,Biology has become target of more algorithms than any other fundamental science. This course is about designing and developing algorithms for biological problems. Students will work with popular bioinformatics algorithms not only to understand algorithms design mythologies but also to identify strengths and potential weaknesses in traditional bioinformatics algorithms.,Biomedical Engineering,Biomedical Engineering,,,Biomedical Engineering,413,Graduate,,Main Campus,,BMEG-413,2773,9/19/2019 6:15,Item,Lists/Courses
Engr Mechanics II,"This course is designed to teach kinematics and kinetics of particles and rigid bodies in one, two, and three dimensions. Newton's laws of motion, work-energy, and impulse-momentum are studied and applied to practical engineering problems.",Mechanical Engineering,Mechanical Engineering,,,Mechanical Engineering,252,Undergraduate,    Take MATH-215 and MEEG-250 (minimum grade C or Better);,Main Campus,,MEEG-252,1764,8/12/2020 6:15,Item,Lists/Courses
Cell-Molecular Biology,"Students are exposed to the general biological principles that govern all living organisms. Concepts dealt with include origin of life, structure and function of cells at the cellular and molecular level, biochemistry, genetics and evolution. Prerequisites: Any BIOL or CHEM course    C or better or instructors permission 3 class periods; 1 three-hour laboratory period; 4 semester hours",Biology,Biology,,,Biology,102,Undergraduate,,Main Campus,Liberal Arts Electvie; Natural Science Elective,BIOL-102,78,2/16/2021 6:15,Item,Lists/Courses
Curriculum Development,"This is a study and development of models for curriculum design and implementation at all levels of schooling. Emphasis is placed on current research and practice relevant to curriculum design and the planning and monitoring of curriculum plans in educational settings. Such topics as: curriculum assumptions, goals and objectives, knowledge and content, curriculum evaluation, implementation and staff development strategies are examined. 3 semester hours",Education,Education,,,Education,551,Graduate,,Main Campus; Riverbend,,EDUC-551,3783,9/25/2018 6:15,Item,Lists/Courses
Developmental Engl,"For those who need academic preparation before studying in English, this course provides focused, individualized work on special problems in using English fundamentals, oral/aural problems, reading and oral comprehension, English patterning and structures, leading to the production of short written works. Students receiving a grade of D+ or below must take ENGL 100. 3 semester hours",English,English,,,English,100I,Undergraduate,,Main Campus; Riverbend,Liberal Arts Electvie,ENGL-100I,334,2/26/2021 6:15,Item,Lists/Courses
Prod Cost & Econ Analy,,Management Engineering,Management Engineering,,,Management Engineering,484X,Graduate,,,,MGEG-484X,1775,2/26/2021 6:15,Item,Lists/Courses
Internship,"Practical application of previous course work during supervised training in commercial, government or private laboratories. A written report will be required describing significant work achievements resulting from work experience.   Approximately 100 hours are required to be considered equivalent to one credit.  Prerequisite: Permission of Chair. By arrangement, 1-16 semester hours, Pass/Fail only  Revised 7/2/19 cr",Biology,Biology,,,Biology,300,Undergraduate,,Main Campus,Coop/Internship,BIOL-300,89,2/26/2021 6:15,Item,Lists/Courses
Clinical Pharmacology III,"This course builds on Clinical Pharmacology II with additional advanced case-based principles of pharmacology, including mechanisms of action; absorption, distribution, metabolism, and excretion; pharmacokinetics; interactions with other drugs and with food; problems with special populations (prenatal, neonatal, elderly); rational drug usage for clinical disorders (therapeutics): clinical measures; and toxicology.",M.S. Physician Assistant,Physician Assistant Institute,,,Physician Assistant Institute,573,Physician Assistant,,Main Campus,,MSPA-573,3793,2/26/2021 6:15,Item,Lists/Courses
Histology,"Detailed analysis of the microscopic structure of animal cells and tissues. Laboratory work limited to study of prepared microscopic material. Prerequisite: Biology 102, 211. 3 class periods; 1 three-hour laboratory periods; 4 semester hours",Biology,Biology,,,Biology,303,Undergraduate,    TAKE BIOL-102 AND BIOL-211;,Main Campus,Liberal Arts Electvie,BIOL-303,90,2/26/2021 6:15,Item,Lists/Courses
Leadership and Management,,Management & Ind Relations,Management & Indust Relations,,,Management & Indust Relations,400,Graduate,,Main Campus; Distance Learning-On Line,,MGMT-400,1776,2/26/2021 6:15,Item,Lists/Courses
Bioelectronics,"Discipline of biomedical Engineering has emerged due to integration of engineering principles and technology into medicine. This course is intended for engineers and engineering students interested in persuing career in biomedical engineering and health related filed. This copurse will first introduction Applications of electrical engineering principles to biology, medicine, behavior, or health will be identified during first half of the semester. Second half of the course will focus on research, design, development and application of biosensors and Bioelectronics.",Biomedical Engineering,Biomedical Engineering,,,Biomedical Engineering,412,Graduate,,Main Campus,,BMEG-412,2785,2/26/2021 6:15,Item,Lists/Courses
Supv/Obvsd Tchng Elem,This is a full-time field experience in a selected elementary school. This meets requirements of Connecticut's TEAM program. PRAXIS I must be passed. Department permission is required. 6 semester hours,Education,Education,,,Education,548C,Graduate,,Main Campus,Student Teaching,EDUC-548C,3794,2/26/2021 6:15,Item,Lists/Courses
Supv/Obs Tchg Middle Sch,This is a full-time field experience in a selected middle school. This meets requirements of Connecticut's TEAM program. PRAXIS I must be passed. Department permission is required. 6 semester hours,Education,Education,,,Education,548M,Graduate,,Main Campus,Student Teaching,EDUC-548M,3795,2/26/2021 6:15,Item,Lists/Courses
Internet Computing,,Computer Science,Computer Science,,,Computer Science,571,Graduate,,Main Campus,,CPSC-571,2786,2/26/2021 6:15,Item,Lists/Courses
