Title,Colleague Section ID ,Section Name,Course ID,Section Number,Last Updated,Description,Location ,Term,Dates,Meeting Info,Week Days,Buildings,Classrooms,Instruction Methods,Course Types,Subject ,Departments,Academic Level ,Synonym,Faculty,Capacity,Course Number,Maximum Credits,Minimum Credits,Prerequisites,Credits,CEUs,Comments,Books,Books List Price,Books List Price Total,Item Type,Path
M/M Tchng Social Studies Elem (Fall 2021 EDUC-442C-BR2),88829,EDUC-442C-BR2,613,BR2,2/28/2021 6:15,"This course assists students in developing competencies in unit planning, instructional strategies, and the utilization of diverse materials and technology for teaching the social studies. Students design courses of study that integrate state and national standards; contemporary thinking about the teaching of social studies is stressed. ED 442C concentrates on the activities, planning, and materials for social studies in elementary classrooms. 2 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,TH 6:25 PM - 8:25 PM,TH,Carlson Hall,153,Lecture,,Education,Education,Graduate,8428,,25,442C,,2,,2,,,,, $-   ,Item,Lists/Sections
M/M Tchng Social Studies Elem (Fall 2021 EDUC-442C-WB1),88809,EDUC-442C-WB1,613,WB1,2/28/2021 6:15,"This course assists students in developing competencies in unit planning, instructional strategies, and the utilization of diverse materials and technology for teaching the social studies. Students design courses of study that integrate state and national standards; contemporary thinking about the teaching of social studies is stressed. ED 442C concentrates on the activities, planning, and materials for social studies in elementary classrooms. 2 semester hours",Waterbury,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,T 4:15 PM - 6:15 PM,T,Waterbury Grad & Prof Center,TBA,Lecture,,Education,Education,Graduate,8409,,25,442C,,2,,2,,,,, $-   ,Item,Lists/Sections
M/M Tchng Social Studies Elem (Fall 2021 EDUC-442C-WB2),88815,EDUC-442C-WB2,613,WB2,2/28/2021 6:15,"This course assists students in developing competencies in unit planning, instructional strategies, and the utilization of diverse materials and technology for teaching the social studies. Students design courses of study that integrate state and national standards; contemporary thinking about the teaching of social studies is stressed. ED 442C concentrates on the activities, planning, and materials for social studies in elementary classrooms. 2 semester hours",Waterbury,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,T 6:25 PM - 8:25 PM,T,Waterbury Grad & Prof Center,TBA,Lecture,,Education,Education,Graduate,8415,,25,442C,,2,,2,,,,, $-   ,Item,Lists/Sections
M/M Tchng Social Studies Elem (Spring 2021 EDUC-442C-BR4),85900,EDUC-442C-BR4,613,BR4,2/26/2021 6:15,"This course assists students in developing competencies in unit planning, instructional strategies, and the utilization of diverse materials and technology for teaching the social studies. Students design courses of study that integrate state and national standards; contemporary thinking about the teaching of social studies is stressed. ED 442C concentrates on the activities, planning, and materials for social studies in elementary classrooms. 2 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,TH 4:15 PM - 6:15 PM,TH,,,Lecture,,Education,Education,Graduate,5569,A. Richmond,,442C,,2,,2,,,,, $-   ,Item,Lists/Sections
M/M Tchng Social Studies Elem (Spring 2021 EDUC-442C-BR6),85901,EDUC-442C-BR6,613,BR6,2/26/2021 6:15,"This course assists students in developing competencies in unit planning, instructional strategies, and the utilization of diverse materials and technology for teaching the social studies. Students design courses of study that integrate state and national standards; contemporary thinking about the teaching of social studies is stressed. ED 442C concentrates on the activities, planning, and materials for social studies in elementary classrooms. 2 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,TH 6:25 PM - 8:25 PM,TH,,,Lecture,,Education,Education,Graduate,5570,A. Richmond,25,442C,,2,,2,,,,, $-   ,Item,Lists/Sections
M/M Tchng Social Studies Sec (Fall 2016 EDUC-442J-4M1),61481,EDUC-442J-4M1,798,4M1,9/8/2016 6:15,"This course assists students in developing competencies in unit planning, instructional strategies, and the utilization of diverse materials and technology for teaching the social studies. Students design courses of study that integrate state and national standards; contemporary thinking about the teaching of social studies is stressed. ED 442J concentrates upon appropriate content, planning, and practices for 7-12 classrooms. 3 semester hours",Main Campus,Fall 2016,8/29/2016 12:00:00 AM - 12/16/2016 12:00:00 AM,M 4:15 PM - 6:15 PM,M,Carlson Hall,108,Lecture,,Education,Education,Graduate,3774,A. Richmond,20,442J,,3,,3,,,,, $-   ,Item,Lists/Sections
M/M Tchng Social Studies Sec (Fall 2021 EDUC-442J-11),88820,EDUC-442J-11,798,11,2/28/2021 6:15,"This course assists students in developing competencies in unit planning, instructional strategies, and the utilization of diverse materials and technology for teaching the social studies. Students design courses of study that integrate state and national standards; contemporary thinking about the teaching of social studies is stressed. ED 442J concentrates upon appropriate content, planning, and practices for 7-12 classrooms. 3 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,W 4:15 PM - 6:15 PM,W,Carlson Hall,108,Lecture,,Education,Education,Graduate,8419,,25,442J,,3,,3,,,,, $-   ,Item,Lists/Sections
M/M Tchng Social Studies Sec (Summer 2017 EDUC-442J-ED),67653,EDUC-442J-ED,798,ED,9/14/2017 8:50,"This course assists students in developing competencies in unit planning, instructional strategies, and the utilization of diverse materials and technology for teaching the social studies. Students design courses of study that integrate state and national standards; contemporary thinking about the teaching of social studies is stressed. ED 442J concentrates upon appropriate content, planning, and practices for 7-12 classrooms. 3 semester hours",Main Campus,Summer 2017,5/8/2017 12:00:00 AM - 8/26/2017 12:00:00 AM,,,To Be Announced,TBA,By Arrangement,Independent Study,Education,Education,Graduate,9679,E. Distasi,25,442J,,3,,3,,,,, $-   ,Item,Lists/Sections
"M/M Teach Business,Sec (Spring 2021 EDUC-445-6W1)",85906,EDUC-445-6W1,1085,6W1,2/26/2021 6:15,This course focuses on various purposes of the business curriculum in a school setting. It examines the range of teaching strategies and materials for classroom practices. 3 semester hours,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,W 6:25 PM - 8:25 PM,W,Carlson Hall,107,Lecture,,Education,Education,Graduate,5575,W. Campbell,,445,,3,,3,,,,, $-   ,Item,Lists/Sections
M/M Teaching Science (Fall 2016 EDUC-443M-4W1),61484,EDUC-443M-4W1,895,4W1,8/30/2016 6:15,"This course introduces teaching approaches, instructional materials, and contemporary thinking about science education. ED 443 M concentrates upon the appropriate content and practices for the middle grades, 4-8. Interdisciplinary possibilities are examined. 3 semester hours",Main Campus,Fall 2016,8/31/2016 12:00:00 AM - 12/16/2016 12:00:00 AM,W 4:15 PM - 6:15 PM,W,Carlson Hall,107,Lecture,,Education,Education,Graduate,3777,N. Ngoh,5,443M,,3,,3,,,,, $-   ,Item,Lists/Sections
M/M Teaching Science (Fall 2021 EDUC-443M-11),88802,EDUC-443M-11,895,11,2/28/2021 6:15,"This course introduces teaching approaches, instructional materials, and contemporary thinking about science education. ED 443 M concentrates upon the appropriate content and practices for the middle grades, 4-8. Interdisciplinary possibilities are examined. 3 semester hours",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,M 6:25 PM - 8:25 PM,M,,,Lecture,,Education,Education,Graduate,8402,,25,443M,,3,,3,,,,, $-   ,Item,Lists/Sections
M/M Teaching Science (Spring 2021 EDUC-443M-WB4),85905,EDUC-443M-WB4,895,WB4,2/26/2021 6:15,"This course introduces teaching approaches, instructional materials, and contemporary thinking about science education. ED 443 M concentrates upon the appropriate content and practices for the middle grades, 4-8. Interdisciplinary possibilities are examined. 3 semester hours",Waterbury,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T 4:15 PM - 6:15 PM,T,Waterbury Grad & Prof Center,TBA,Lecture,,Education,Education,Graduate,5574,N. Ngoh,,443M,,3,,3,,,,, $-   ,Item,Lists/Sections
Machine Design (Spring 2021 MEEG-350-11),86343,MEEG-350-11,4403,11,2/26/2021 6:15,"This course covers part modeling, selection, and engineering analysis of machine components to design structural frame, bearings, supporting beam, shafts, springs, gears, fasteners, and other elements in a machinery and mechanical systems.",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,M W 9:30 AM - 10:45 AM,M W,,,Hybrid,,Mechanical Engineering,Mechanical Engineering,Undergraduate,6012,Z. Li,25,350,,3,Take MEEG-112 MEEG-310;,3,,,,, $-   ,Item,Lists/Sections
Maintaining Matriculation (Fall 2021 BIOL-500-A),87671,BIOL-500-A,4432,A,2/26/2021 6:15,Students not registered for other courses must register for Bio 500 until the completion of the degree requirements.  No credit.            ,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,,Biology,Biology,Graduate,7279,,15,500,,0,,0,,,,, $-   ,Item,Lists/Sections
Maintaining Matriculation (Spring 2021 BIOL-500-A),86906,BIOL-500-A,4432,A,2/26/2021 6:15,Students not registered for other courses must register for Bio 500 until the completion of the degree requirements.  No credit.            ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,,Biology,Biology,Graduate,6564,,0,500,,0,,0,,,,, $-   ,Item,Lists/Sections
Maintaining Matriculation (Spring 2021 HSCI-999-DL),87177,HSCI-999-DL,4773,DL,2/26/2021 6:15,This is a one credit course for students in the Doctor of Health Sciences Program who received an Incomplete grade in HSCI-892(Dissertation 2). This one credit course is needed to enable students to maintain active matricualtion status while they continue working on their dissertations.,Distance Learning-On Line,Spring 2021,1/4/2021 12:00:00 AM - 4/16/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Health Science,Health Sciences,Graduate,6814,A. Grazia,25,999,,1,,1,,,,, $-   ,Item,Lists/Sections
Maintaining Matriculation (Summer 2021 HSCI-999-DL),89695,HSCI-999-DL,4773,DL,3/1/2021 6:15,This is a one credit course for students in the Doctor of Health Sciences Program who received an Incomplete grade in HSCI-892(Dissertation 2). This one credit course is needed to enable students to maintain active matricualtion status while they continue working on their dissertations.,Distance Learning-On Line,Summer 2021,5/3/2021 12:00:00 AM - 8/13/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Health Science,Health Sciences,Graduate,9294,A. Grazia,25,999,,1,,1,,,,, $-   ,Item,Lists/Sections
Management & Marketing (Spring 2021 MGMT-500-DL1),87129,MGMT-500-DL1,1083,DL1,2/26/2021 6:15,,Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 3/14/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Management & Ind Relations,Management & Indust Relations,Graduate,6769,A. Lemma,25,500,,3,Take 90 credits;,3,,,,, $-   ,Item,Lists/Sections
Management of Financial Inst (Fall 2021 FIN-345-11),88670,FIN-345-11,953,11,2/28/2021 6:15,"Financial management concepts and techniques for the managerial problems of depository institutions. Includes traditional bank management concerns and those resulting from the changing economic environment. Prerequisite: Economics 301, Finance 309, junior or senior status. 3 semester hours ",Main Campus,Fall 2021,8/24/2021 12:00:00 AM - 12/9/2021 12:00:00 AM,T TH 1:30 PM - 2:45 PM,T TH,Mandeville Hall,220,Lecture,,Finance,Finance,Undergraduate,8273,,30,345,,3,    Take FIN-209;,3,,,,, $-   ,Item,Lists/Sections
Management of Financial Inst (Spring 2021 FIN-345-11),87094,FIN-345-11,953,11,2/26/2021 6:15,"Financial management concepts and techniques for the managerial problems of depository institutions. Includes traditional bank management concerns and those resulting from the changing economic environment. Prerequisite: Economics 301, Finance 309, junior or senior status. 3 semester hours ",,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,M W 3:00 PM - 4:15 PM,M W,Mandeville Hall,220,Lecture,,Finance,Finance,Undergraduate,6735,C. Wu,30,345,,3,    Take FIN-209;,3,,,,, $-   ,Item,Lists/Sections
Management/Cost Accounting (Fall 2021 ACCT-505-DL1),88836,ACCT-505-DL1,3710,DL1,2/26/2021 6:15,"This course provides an introduction to managerial and cost accounting used by management in conducting daily operations, planning future operations, and developing overall business strategies. The objective is to gain an understanding of the role of accounting in the management process of planning, directing, controlling, and improving the organization's objectives (goals) and to translate those objectives into a course of action. This course includes a comprehensive review of the following topics: basic managerial accounting concepts; job order cost accounting; process cost accounting; break-even point and target profit; budgeting; and standard cost variances. ",Distance Learning-On Line,Fall 2021,8/23/2021 12:00:00 AM - 10/11/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Accounting,Accounting,Graduate,8435,,25,505,,3,Take ACCT-500,3,,,,, $-   ,Item,Lists/Sections
Management/Cost Accounting (Summer 2017 ACCT-505-S1),65708,ACCT-505-S1,3710,S1,4/20/2017 6:15,"This course provides an introduction to managerial and cost accounting used by management in conducting daily operations, planning future operations, and developing overall business strategies. The objective is to gain an understanding of the role of accounting in the management process of planning, directing, controlling, and improving the organization's objectives (goals) and to translate those objectives into a course of action. This course includes a comprehensive review of the following topics: basic managerial accounting concepts; job order cost accounting; process cost accounting; break-even point and target profit; budgeting; and standard cost variances. ",Main Campus,Summer 2017,5/16/2017 12:00:00 AM - 7/13/2017 12:00:00 AM,T TH 6:15 PM - 8:45 PM,T TH,Mandeville Hall,216,Lecture,,Accounting,Accounting,Graduate,7831,M. Lewis,25,505,,3,take acct-400 or acct-600;,3,,,,, $-   ,Item,Lists/Sections
Management/Cost Accounting (Summer 2021 ACCT-505-DL1),87909,ACCT-505-DL1,3710,DL1,3/1/2021 6:15,"This course provides an introduction to managerial and cost accounting used by management in conducting daily operations, planning future operations, and developing overall business strategies. The objective is to gain an understanding of the role of accounting in the management process of planning, directing, controlling, and improving the organization's objectives (goals) and to translate those objectives into a course of action. This course includes a comprehensive review of the following topics: basic managerial accounting concepts; job order cost accounting; process cost accounting; break-even point and target profit; budgeting; and standard cost variances. ",Distance Learning-On Line,Summer 2021,5/17/2021 12:00:00 AM - 7/2/2021 12:00:00 AM,,,,,Online,,Accounting,Accounting,Graduate,7517,W. Achilles,25,505,,3,Take ACCT-500,3,,,,, $-   ,Item,Lists/Sections
Managerial Economics (Spring 2021 ECON-311-11),87116,ECON-311-11,210,11,2/26/2021 6:15,"The theoretical analysis of the behavior of the consumer and the firm. Problems of income distribution, welfare economics, and general equilibrium analysis. Prerequisites: ECON 201 and ECON 202; junior or senior status. 3 semester hours",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T TH 1:30 PM - 2:45 PM,T TH,Mandeville Hall,3,Lecture,Liberal Arts Electvie,Economics,Economics,Undergraduate,6757,C. Wu,30,311,,3,"    Take ECON-201, ECON-202, and FIN-209;",3,,,,, $-   ,Item,Lists/Sections
Managerial Economics (Summer 2021 ECON-311-DL2),88024,ECON-311-DL2,210,DL2,2/26/2021 6:15,"The theoretical analysis of the behavior of the consumer and the firm. Problems of income distribution, welfare economics, and general equilibrium analysis. Prerequisites: ECON 201 and ECON 202; junior or senior status. 3 semester hours",Distance Learning-On Line,Summer 2021,7/5/2021 12:00:00 AM - 8/20/2021 12:00:00 AM,,,,,Online,Liberal Arts Electvie,Economics,Economics,Undergraduate,7632,J. Guo,25,311,,3,"    Take ECON-201, ECON-202, and FIN-209;",3,,,,, $-   ,Item,Lists/Sections
Managerial/Cost Acct (Fall 2021 ACCT-103-11),88625,ACCT-103-11,939,11,2/28/2021 6:15,"Introduction to Managerial and Cost Accounting used by management in conducting daily operations, planning future operations, and developing overall business strategies. Topics include Process Cost System, Cost Behavior and Cost-Volume-Profit Analysis, Profit Reporting for Management Analysis, Budgeting, Performance Evaluation Using Variance from Standard Costs, and Cost Allocation and Activity-Based Costing. Prerequisite: Accounting 101 and 102. 3 semester hours ",Main Campus,Fall 2021,8/24/2021 12:00:00 AM - 12/9/2021 12:00:00 AM,T TH 9:30 AM - 10:45 AM,T TH,Mandeville Hall,320,Lecture,,Accounting,Accounting,Undergraduate,8228,,30,103,,3,  Take ACCT-101,3,,,,, $-   ,Item,Lists/Sections
Map It Forward: Curric Ldrshp (Spring 2021 EDLD-661X-WB1),87188,EDLD-661X-WB1,4684,WB1,2/26/2021 6:15,"The course is designed to increase knowledge, understanding, and competencies required for researching and designing curriculum considering the needs of 21st century learners. Topics to be examined include: UDL, CBC, extended knowledge of the CCSS with additional focus on the NGSS and C-3 framework for social studies.",Waterbury,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,TH 6:25 PM - 8:25 PM,TH,,,By Arrangement,,Educational Leadership,Educational Leadership,Graduate,6825,J. Sinal,25,661X,,3,,3,,,,, $-   ,Item,Lists/Sections
Map It Forward: Curric Ldrshp (Summer 2021 EDLD-661X-WB1),88032,EDLD-661X-WB1,4684,WB1,2/26/2021 6:15,"The course is designed to increase knowledge, understanding, and competencies required for researching and designing curriculum considering the needs of 21st century learners. Topics to be examined include: UDL, CBC, extended knowledge of the CCSS with additional focus on the NGSS and C-3 framework for social studies.",Waterbury,Summer 2021,5/17/2021 12:00:00 AM - 6/28/2021 12:00:00 AM,TH 4:15 PM - 8:15 PM,TH,On-Line,ONLN,Online,,Educational Leadership,Educational Leadership,Graduate,7640,J. Sinal,25,661X,,3,,3,,,,, $-   ,Item,Lists/Sections
Marine Biology & Ecology I (Fall 2021 BIOL-330-11),89722,BIOL-330-11,4469,11,2/28/2021 6:15,"Examination of the history of ocean exploration/marine science field and the local Long Island Sound organisms, classifications and ecosystem. The course will focus on the geological, physical and chemical aspects of the marine environment. Students will design an intertidal project proposal that can be executed locally. 3 lecture hours/week.   Prerequisite: Biology 101 & 102 or permission of the instructor",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,M W 1:30 PM - 2:45 PM,M W,Dana Hall of Science,236,Lecture,Liberal Arts Electvie,Biology,Biology,Undergraduate,9320,,25,330,,3,    TAKE BIOL-101 and Biol-102;,3,,,,, $-   ,Item,Lists/Sections
Marine Biology &Ecology I Lab (Fall 2021 BIOL-330L-11),89723,BIOL-330L-11,4849,11,2/26/2021 6:15,"Students will conduct field trips work, include collection of samples and data from local field sites, laboratory analysis of those samples and statistical analysis of their data. 1 3 hour lab/week Pre/co-requisite: Biol 330",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,To Be Announced,TBA,Laboratory,,Biology,Biology,Undergraduate,9321,,18,330L,,1,,1,,,,, $-   ,Item,Lists/Sections
Marine Biology and Ecology (Spring 2021 BIOL-399-INDP),87382,BIOL-399-INDP,105,INDP,2/26/2021 6:15,Opportunity for the student to pursue laboratory research under the direction of a faculty specialist. Prerequisite: Permission of the instructor and Department Chair. 1-6 semester hours ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Independent Study,Biology,Biology,Undergraduate,6990,L. Piastuch,1,399,6,1,,1 - 6,,,,, $-   ,Item,Lists/Sections
Marine Enviornmental Research (Spring 2021 BIOL-399E-KE),87237,BIOL-399E-KE,2378,KE,2/26/2021 6:15,,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Independent Study,Biology,Biology,Undergraduate,6869,K. Engelmann,1,399E,,3,,3,,,,, $-   ,Item,Lists/Sections
Marketing and Branding (Fall 2021 MKTG-505-6W1),88866,MKTG-505-6W1,3713,6W1,2/28/2021 6:15,"This course introduces students to the essentials of marketing and brand management at the graduate level. Students will learn concepts and frameworks from the marketing and branding literatures, such as the definition of marketing and the concept of Customer-Based Brand Equity (CBBE). Students will then apply the knowledge by leading a class discussion, interacting with the current industry professionals in the field, conducting a brand audit with group members, and putting together a personal brand plan. As a result of taking this course, students will build their own toolkit to market any brands in their future endeavors.",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,W 6:15 PM - 8:45 PM,W,Mandeville Hall,210,Lecture,,Marketing,Marketing,Graduate,8465,,25,505,,3,Take MGMT-500;,3,,,,, $-   ,Item,Lists/Sections
Marketing and Branding (Fall 2021 MKTG-505-DL1),88865,MKTG-505-DL1,3713,DL1,2/26/2021 6:15,"This course introduces students to the essentials of marketing and brand management at the graduate level. Students will learn concepts and frameworks from the marketing and branding literatures, such as the definition of marketing and the concept of Customer-Based Brand Equity (CBBE). Students will then apply the knowledge by leading a class discussion, interacting with the current industry professionals in the field, conducting a brand audit with group members, and putting together a personal brand plan. As a result of taking this course, students will build their own toolkit to market any brands in their future endeavors.",Distance Learning-On Line,Fall 2021,8/23/2021 12:00:00 AM - 10/10/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Marketing,Marketing,Graduate,8464,,25,505,,3,Take MGMT-500;,3,,,,, $-   ,Item,Lists/Sections
Marketing and Branding (Spring 2021 MKTG-505-DL2A),88870,MKTG-505-DL2A,3713,DL2A,2/26/2021 6:15,"This course introduces students to the essentials of marketing and brand management at the graduate level. Students will learn concepts and frameworks from the marketing and branding literatures, such as the definition of marketing and the concept of Customer-Based Brand Equity (CBBE). Students will then apply the knowledge by leading a class discussion, interacting with the current industry professionals in the field, conducting a brand audit with group members, and putting together a personal brand plan. As a result of taking this course, students will build their own toolkit to market any brands in their future endeavors.",Distance Learning-On Line,Spring 2021,3/22/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,Online,,Marketing,Marketing,Graduate,8469,,25,505,,3,Take MGMT-500;,3,,,,, $-   ,Item,Lists/Sections
Marketing and Branding (Summer 2021 MKTG-505-DL2),88188,MKTG-505-DL2,3713,DL2,3/1/2021 6:15,"This course introduces students to the essentials of marketing and brand management at the graduate level. Students will learn concepts and frameworks from the marketing and branding literatures, such as the definition of marketing and the concept of Customer-Based Brand Equity (CBBE). Students will then apply the knowledge by leading a class discussion, interacting with the current industry professionals in the field, conducting a brand audit with group members, and putting together a personal brand plan. As a result of taking this course, students will build their own toolkit to market any brands in their future endeavors.",Distance Learning-On Line,Summer 2021,7/5/2021 12:00:00 AM - 8/20/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Marketing,Marketing,Graduate,7796,T. Raynor,25,505,,3,Take MGMT-500;,3,,,,, $-   ,Item,Lists/Sections
Marketing Principles (Spring 2021 MKTG-205-11),86385,MKTG-205-11,4166,11,2/26/2021 6:15,The scope and significance of marketing. The retailing and wholesaling of consumer goods. Marketing agricultural and industrial goods. Marketing polices and practices of business firms.,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,W 6:15 PM - 8:45 PM,W,On-Line,ONLN,Online,Synchronous Learning,Marketing,Marketing,Undergraduate,6054,N. Wingate,30,205,,3,,3,,,,, $-   ,Item,Lists/Sections
Marriage & Family (Fall 2021 SOC-204-11SS),89635,SOC-204-11SS,858,11SS,2/28/2021 6:15,"Courtship, marriage patterns, social sexual  adjustment. Social interaction within the family. The family and society.",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,M W 9:30 AM - 10:45 AM,M W,Carlson Hall,152,Lecture,"Social Science Elective, Liberal Arts Electvie",Sociology,Sociology,Undergraduate,9234,,20,204,,3,,3,,,,, $-   ,Item,Lists/Sections
Marriage & Family (Spring 2021 SOC-204-11SS),86711,SOC-204-11SS,858,11SS,2/26/2021 6:15,"Courtship, marriage patterns, social sexual  adjustment. Social interaction within the family. The family and society.",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,M W 9:30 AM - 10:45 AM,M W,Carlson Hall,214,Online,"Social Science Elective, Liberal Arts Electvie, Synchronous Learning",Sociology,Sociology,Undergraduate,6380,B. Skott,30,204,,3,,3,,,,, $-   ,Item,Lists/Sections
Masterpiece World Lit (Spring 2021 ENGL-212-11HU),86962,ENGL-212-11HU,573,11HU,2/26/2021 6:15,"An introduction to some of the core texts from the East and West, reflecting ancient, classical, and medieval traditions of great world cultures, ending with one or two masterpieces from the Early Modern period. Selections are drawn from the Bhagavad Gita, Gilgamesh, the Bible, Homer, Greek tragedy and comedy, Plato, Virgil, Dante, Cervantes, and others. Prerequisite: ENGL 101",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T TH 11:00 AM - 12:15 PM,T TH,On-Line,ONLN,Online,"Humanities Elective, Liberal Arts Electvie",English,English,Undergraduate,6618,A. Nawrocki,25,212,,3,    TAKE ENGL-101;,3,,,,, $-   ,Item,Lists/Sections
Masterpieces II (Spring 2021 MUSC-202-11),86968,MUSC-202-11,1047,11,2/26/2021 6:15,Designed to increase knowledge of musical literature and to refine awareness of musical patterns and syntax. Representative works in contrasting instrumentation are analyzed and compared. 2 semester hours  ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T TH 9:30 AM - 10:45 AM,T TH,Arnold Bernhard Arts-Hum Cntr,217,Lecture,Synchronous Learning,Music,Music,Undergraduate,6624,A. Cook,20,202,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Program III (Fall 2021 MEEG-597C-A),88602,MEEG-597C-A,2138,A,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 1 credit hour ,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,,Project,Mechanical Engineering,Mechanical Engineering,Graduate,8205,,40,597C,,1,    TAKE MEEG-597A AND MEEG-597B;,1,,,,, $-   ,Item,Lists/Sections
Master's Program III (Spring 2021 MEEG-597C-A),86357,MEEG-597C-A,2138,A,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 1 credit hour ,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Project,Mechanical Engineering,Mechanical Engineering,Graduate,6026,"J. Hu, J. Pallis, Z. Li, N. Kongar-Bahtiyar, P. Patra",50,597C,,1,    TAKE MEEG-597A AND MEEG-597B;,1,,,,, $-   ,Item,Lists/Sections
Master's Program III (Summer 2021 MEEG-597C-S1),88172,MEEG-597C-S1,2138,S1,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 1 credit hour ,Main Campus,Summer 2021,5/17/2021 12:00:00 AM - 8/1/2021 12:00:00 AM,,,To Be Announced,TBA,By Arrangement,Project,Mechanical Engineering,Mechanical Engineering,Graduate,7780,J. Hu,40,597C,,1,    TAKE MEEG-597A AND MEEG-597B;,1,,,,, $-   ,Item,Lists/Sections
Master's Project (Fall 2021 ELEG-597-A),88728,ELEG-597-A,604,A,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,8328,,7,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Project (Fall 2021 ELEG-597-AC),88729,ELEG-597-AC,604,AC,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,8329,,15,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Project (Fall 2021 ELEG-597-AD),88731,ELEG-597-AD,604,AD,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,8331,,15,597,,3,,3,,,,, $-   ,Item,Lists/Sections
Master's Project (Fall 2021 ELEG-597-AE),88730,ELEG-597-AE,604,AE,2/26/2021 6:15,Lecture hours and topics to be arranged with Department Chair. 3 credit hour ,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,By Arrangement,Project,Electrical Engineering,Electrical Engineering,Graduate,8330,,7,597,,3,,3,,,,, $-   ,Item,Lists/Sections
